İl,İlçe,Kurum Adı,Vergi No,Vergi Dairesi,Hesap Türü,Banka Adı,IBAN
İstanbul,İstanbul,İstanbul Anadolu 25. İcra Dairesi,1660046663,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR180001500158007299290164
İstanbul,İstanbul,İstanbul Anadolu 25. İcra Dairesi,1660046663,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR590001500158007290494339
İstanbul,İstanbul,İstanbul Anadolu 25. İcra Dairesi,1660046663,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR670001500158007286743496
İstanbul,İstanbul,İstanbul Anadolu Gayrimenkul Satış İcra Dairesi,4811196694,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR130001500158007312418913
İstanbul,İstanbul,İstanbul Anadolu Gayrimenkul Satış İcra Dairesi,4811196694,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR980001500158007312418935
İstanbul,İstanbul,İstanbul Anadolu Gayrimenkul Satış İcra Dairesi,4811196694,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR540001500158007312418854
İstanbul,İstanbul,İstanbul Anadolu Banka Alacakları İcra Dairesi,4811196716,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR330001500158007312418941
İstanbul,İstanbul,İstanbul Anadolu Banka Alacakları İcra Dairesi,4811196716,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR810001500158007312418853
İstanbul,İstanbul,İstanbul Anadolu Banka Alacakları İcra Dairesi,4811196716,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR630001500158007312418983
İstanbul,İstanbul,İstanbul Anadolu Abonelik Sözleşmeleri İcra Dairesi,4811196708,KARTAL VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR110001500158007312418852
İstanbul,İstanbul,İstanbul Anadolu Abonelik Sözleşmeleri İcra Dairesi,4811196708,KARTAL VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR690001500158007312418972
İstanbul,İstanbul,İstanbul Anadolu Abonelik Sözleşmeleri İcra Dairesi,4811196708,KARTAL VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR650001500158007312418947
İstanbul,Beykoz,Beykoz İcra Dairesi,4690034594,Beykoz Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR520001500158007290522498
İstanbul,Beykoz,Beykoz İcra Dairesi,4690034594,Beykoz Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR220001500158007299356343
İstanbul,Beykoz,Beykoz İcra Dairesi,4690034594,Beykoz Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR300001500158007293604778
İstanbul,Şile,Şile İcra Dairesi,8110367605,ŞİLE VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR880001500158007299946758
İstanbul,Şile,Şile İcra Dairesi,8110367605,ŞİLE VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR370001500158007300570610
İstanbul,Şile,Şile İcra Dairesi,8110367605,ŞİLE VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR300001500158007300570736
İstanbul,Adalar,Adalar İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR920001500158007300720067
İstanbul,Adalar,Adalar İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR350001500158007300720026
İstanbul,Adalar,Adalar İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR230001500158007300720048
İstanbul,Küçükçekmece,Küçükçekmece İcra Dairesi,6040387828,KÜÇÜKÇEKMECE VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR300001500158007300569281
İstanbul,Küçükçekmece,Küçükçekmece İcra Dairesi,6040387828,KÜÇÜKÇEKMECE VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR580001500158007299292063
İstanbul,Küçükçekmece,Küçükçekmece İcra Dairesi,6040387828,KÜÇÜKÇEKMECE VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR560001500158007290502347
İzmir,Bergama,Bergama İcra Dairesi,1650037818,BERGAMA VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR380001500158007290495784
İzmir,Bergama,Bergama İcra Dairesi,1650037818,BERGAMA VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR940001500158007297734177
İzmir,Bergama,Bergama İcra Dairesi,1650037818,BERGAMA VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR080001500158007299287337
İzmir,Dikili,Dikili İcra Dairesi,4690034407,DİKİLİ MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR420001500158007299344052
İzmir,Dikili,Dikili İcra Dairesi,4690034407,DİKİLİ MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR530001500158007297155049
İzmir,Dikili,Dikili İcra Dairesi,4690034407,DİKİLİ MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR820001500158007297154915
İzmir,Kınık,Kınık İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR370001500158007300574490
İzmir,Kınık,Kınık İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR890001500158007300574427
İzmir,Kınık,Kınık İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR710001500158007300574460
İzmir,İzmir,İzmir 1. İcra Dairesi,4840007922,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR210001500158007290492986
İzmir,İzmir,İzmir 1. İcra Dairesi,4840007922,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR560001500158007299328183
İzmir,İzmir,İzmir 1. İcra Dairesi,4840007922,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR800001500158007300569933
İzmir,İzmir,İzmir 2. İcra Dairesi,4840010944,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR260001500158007290492993
İzmir,İzmir,İzmir 2. İcra Dairesi,4840010944,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR030001500158007300569961
İzmir,İzmir,İzmir 2. İcra Dairesi,4840010944,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR580001500158007299328341
İzmir,İzmir,İzmir 3. İcra Dairesi,4840016135,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR790001500158007290493009
İzmir,İzmir,İzmir 3. İcra Dairesi,4840016135,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR220001500158007292739003
İzmir,İzmir,İzmir 3. İcra Dairesi,4840016135,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR330001500158007296064450
İzmir,İzmir,İzmir 4. İcra Dairesi,4840009230,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR210001500158007300570025
İzmir,İzmir,İzmir 4. İcra Dairesi,4840009230,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR890001500158007290493023
İzmir,İzmir,İzmir 4. İcra Dairesi,4840009230,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR450001500158007299328478
İzmir,İzmir,İzmir 5. İcra Dairesi,4840007834,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR100001500158007299328526
İzmir,İzmir,İzmir 5. İcra Dairesi,4840007834,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR610001500158007290493042
İzmir,İzmir,İzmir 5. İcra Dairesi,4840007834,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR940001500158007300570069
İzmir,İzmir,İzmir 6. İcra Dairesi,4840006931,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR490001500158007290492288
İzmir,İzmir,İzmir 6. İcra Dairesi,4840006931,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR400001500158007300570071
İzmir,İzmir,İzmir 6. İcra Dairesi,4840006931,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR720001500158007299328574
İzmir,İzmir,İzmir 7. İcra Dairesi,4840016465,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR740001500158007290493196
İzmir,İzmir,İzmir 7. İcra Dairesi,4840016465,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR420001500158007299328629
İzmir,İzmir,İzmir 7. İcra Dairesi,4840016465,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR830001500158007300570073
İzmir,İzmir,İzmir 8. İcra Dairesi,4840014647,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR900001500158007299328929
İzmir,İzmir,İzmir 8. İcra Dairesi,4840014647,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR080001500158007290493414
İzmir,İzmir,İzmir 8. İcra Dairesi,4840014647,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR920001500158007296064455
İzmir,İzmir,İzmir 9. İcra Dairesi,4840009159,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR650001500158007299328991
İzmir,İzmir,İzmir 9. İcra Dairesi,4840009159,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR560001500158007290493423
İzmir,İzmir,İzmir 9. İcra Dairesi,4840009159,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR070001500158007300570083
İzmir,İzmir,İzmir 10. İcra Dairesi,4840013252,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR890001500158007299329044
İzmir,İzmir,İzmir 10. İcra Dairesi,4840013252,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR080001500158007290492250
İzmir,İzmir,İzmir 10. İcra Dairesi,4840013252,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR380001500158007296064457
İzmir,İzmir,İzmir 11. İcra Dairesi,4840013211,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR280001500158007299329075
İzmir,İzmir,İzmir 11. İcra Dairesi,4840013211,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR110001500158007296064458
İzmir,İzmir,İzmir 11. İcra Dairesi,4840013211,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR230001500158007290493435
İzmir,İzmir,İzmir 12. İcra Dairesi,4840013244,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR120001500158007290493439
İzmir,İzmir,İzmir 12. İcra Dairesi,4840013244,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR420001500158007299329211
İzmir,İzmir,İzmir 12. İcra Dairesi,4840013244,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR810001500158007296064459
İzmir,İzmir,İzmir 13. İcra Dairesi,4840016739,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR490001500158007290493452
İzmir,İzmir,İzmir 13. İcra Dairesi,4840016739,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR540001500158007296064460
İzmir,İzmir,İzmir 13. İcra Dairesi,4840016739,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR230001500158007299329262
İzmir,İzmir,İzmir 14. İcra Dairesi,4840013229,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR040001500158007290493486
İzmir,İzmir,İzmir 14. İcra Dairesi,4840013229,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR860001500158007299329292
İzmir,İzmir,İzmir 14. İcra Dairesi,4840013229,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR270001500158007296064461
İzmir,İzmir,İzmir 15. İcra Dairesi,4840013203,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR830001500158007299329346
İzmir,İzmir,İzmir 15. İcra Dairesi,4840013203,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR950001500158007290493497
İzmir,İzmir,İzmir 15. İcra Dairesi,4840013203,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR970001500158007296064462
İzmir,İzmir,İzmir 16. İcra Dairesi,4840173641,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR700001500158007296064463
İzmir,İzmir,İzmir 16. İcra Dairesi,4840173641,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR460001500158007290493506
İzmir,İzmir,İzmir 16. İcra Dairesi,4840173641,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR580001500158007299329408
İzmir,İzmir,İzmir 17. İcra Dairesi,4840174505,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR680001500158007299329616
İzmir,İzmir,İzmir 17. İcra Dairesi,4840174505,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR430001500158007296064464
İzmir,İzmir,İzmir 17. İcra Dairesi,4840174505,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR670001500158007290493516
İzmir,İzmir,İzmir 18. İcra Dairesi,8150014453,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR730001500158007299329914
İzmir,İzmir,İzmir 18. İcra Dairesi,8150014453,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR830001500158007290497690
İzmir,İzmir,İzmir 18. İcra Dairesi,8150014453,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR160001500158007296064465
İzmir,İzmir,İzmir 19. İcra Dairesi,4840525446,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR580001500158007290493581
İzmir,İzmir,İzmir 19. İcra Dairesi,4840525446,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR860001500158007296064466
İzmir,İzmir,İzmir 19. İcra Dairesi,4840525446,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR860001500158007299330068
İzmir,İzmir,İzmir İflas Müdürlüğü,4840010937,Bornova Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR030001500158007282847673
İzmir,İzmir,İzmir İflas Müdürlüğü,4840010937,Bornova Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR320001500158007296064468
İzmir,İzmir,İzmir İflas Müdürlüğü,4840010937,Bornova Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR270001500158007290496467
İzmir,İzmir,İzmir 20. İcra Dairesi,4840685450,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR730001500158007290493602
İzmir,İzmir,İzmir 20. İcra Dairesi,4840685450,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR090001500158007299330387
İzmir,İzmir,İzmir 20. İcra Dairesi,4840685450,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR280001500158007300570093
İzmir,İzmir,İzmir 21. İcra Dairesi,4840685628,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR230001500158007290493629
İzmir,İzmir,İzmir 21. İcra Dairesi,4840685628,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR790001500158007299330485
İzmir,İzmir,İzmir 21. İcra Dairesi,4840685628,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR550001500158007300570092
İzmir,İzmir,İzmir 22. İcra Dairesi,4840685636,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR090001500158007299330678
İzmir,İzmir,İzmir 22. İcra Dairesi,4840685636,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR600001500158007290493642
İzmir,İzmir,İzmir 22. İcra Dairesi,4840685636,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR390001500158007300570089
İzmir,İzmir,İzmir 23. İcra Dairesi,4840686027,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR920001500158007290493648
İzmir,İzmir,İzmir 23. İcra Dairesi,4840686027,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR070001500158007299330714
İzmir,İzmir,İzmir 23. İcra Dairesi,4840686027,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR660001500158007300570088
İzmir,İzmir,İzmir 24. İcra Dairesi,4840756269,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR230001500158007300570086
İzmir,İzmir,İzmir 24. İcra Dairesi,4840756269,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR250001500158007299330778
İzmir,İzmir,İzmir 24. İcra Dairesi,4840756269,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR620001500158007296395765
İzmir,İzmir,İzmir 25. İcra Dairesi,4840756251,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR750001500158007299330848
İzmir,İzmir,İzmir 25. İcra Dairesi,4840756251,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR810001500158007296395811
İzmir,İzmir,İzmir 25. İcra Dairesi,4840756251,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR500001500158007300570085
İzmir,İzmir,İzmir 26. İcra Dairesi,4840773321,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR770001500158007299331006
İzmir,İzmir,İzmir 26. İcra Dairesi,4840773321,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR340001500158007300570082
İzmir,İzmir,İzmir 26. İcra Dairesi,4840773321,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR430001500158007297855181
İzmir,İzmir,İzmir 27. İcra Dairesi,10706525,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Cezaevi,T. Vakıflar Bankası T.A.O.,TR880001500158007300570080
İzmir,İzmir,İzmir 27. İcra Dairesi,10706525,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Harç,T. Vakıflar Bankası T.A.O.,TR210001500158007299331044
İzmir,İzmir,İzmir 27. İcra Dairesi,10706525,BORNOVA VERGİ DAİRESİ BAŞKANLIĞI,Emanet,T. Vakıflar Bankası T.A.O.,TR940001500158007299062204
İzmir,İzmir,İzmir 28. İcra Dairesi,10706509,TAŞITLAR VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR190001500158007299331080
İzmir,İzmir,İzmir 28. İcra Dairesi,10706509,TAŞITLAR VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR600001500158007299062234
İzmir,İzmir,İzmir 28. İcra Dairesi,10706509,TAŞITLAR VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR290001500158007300570075
İzmir,İzmir,İzmir Gayrimenkul Satış İcra Dairesi,.,.,Emanet,T. Vakıflar Bankası T.A.O.,TR120001500158007318781646
İzmir,İzmir,İzmir Gayrimenkul Satış İcra Dairesi,.,.,Harç,T. Vakıflar Bankası T.A.O.,TR890001500158007318781715
İzmir,İzmir,İzmir Gayrimenkul Satış İcra Dairesi,.,.,Cezaevi,T. Vakıflar Bankası T.A.O.,TR930001500158007318783195
İzmir,İzmir,İzmir Banka Alacakları İcra Dairesi,.,.,Harç,T. Vakıflar Bankası T.A.O.,TR900001500158007318791203
İzmir,İzmir,İzmir Banka Alacakları İcra Dairesi,.,.,Cezaevi,T. Vakıflar Bankası T.A.O.,TR450001500158007318792304
İzmir,İzmir,İzmir Banka Alacakları İcra Dairesi,.,.,Emanet,T. Vakıflar Bankası T.A.O.,TR670001500158007318789289
İzmir,İzmir,İzmir Abonelik Sözleşmeleri İcra Dairesi,.,.,Emanet,T. Vakıflar Bankası T.A.O.,TR540001500158007318788359
İzmir,İzmir,İzmir Abonelik Sözleşmeleri İcra Dairesi,.,.,Harç,T. Vakıflar Bankası T.A.O.,TR670001500158007318790356
İzmir,İzmir,İzmir Abonelik Sözleşmeleri İcra Dairesi,.,.,Cezaevi,T. Vakıflar Bankası T.A.O.,TR770001500158007318792019
İzmir,Çeşme,Çeşme İcra Dairesi,2420439872,ÇEŞME VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR970001500158007285092016
İzmir,Çeşme,Çeşme İcra Dairesi,2420439872,ÇEŞME VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR970001500158007299343256
İzmir,Çeşme,Çeşme İcra Dairesi,2420439872,ÇEŞME VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR820001500158007290496544
İzmir,Karaburun,Karaburun İcra Dairesi,,,Emanet,T. Vakıflar Bankası T.A.O.,TR900001500158007300572566
İzmir,Karaburun,Karaburun İcra Dairesi,,,Harç,T. Vakıflar Bankası T.A.O.,TR870001500158007300572814
İzmir,Karaburun,Karaburun İcra Dairesi,,,Cezaevi,T. Vakıflar Bankası T.A.O.,TR100001500158007300572745
İzmir,Kemalpaşa,Kemalpaşa İcra Dairesi,4690063570,KEMALPAŞA VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR550001500158007292439358
İzmir,Kemalpaşa,Kemalpaşa İcra Dairesi,4690063570,KEMALPAŞA VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR520001500158007299294790
İzmir,Kemalpaşa,Kemalpaşa İcra Dairesi,4690063570,KEMALPAŞA VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR670001500158007300570458
İzmir,Menderes,Menderes İcra Dairesi,6140080939,Menderes Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR120001500158007290572397
İzmir,Menderes,Menderes İcra Dairesi,6140080939,Menderes Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR870001500158007285922128
İzmir,Menderes,Menderes İcra Dairesi,6140080939,Menderes Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR340001500158007274319166
İzmir,Seferihisar,Seferihisar İcra Dairesi,7580074106,SEFERİHİSAR MAL MÜDÜRLÜĞÜ,Harç,T. Vakıflar Bankası T.A.O.,TR350001500158007300570355
İzmir,Seferihisar,Seferihisar İcra Dairesi,7580074106,SEFERİHİSAR MAL MÜDÜRLÜĞÜ,Emanet,T. Vakıflar Bankası T.A.O.,TR030001500158007300570446
İzmir,Seferihisar,Seferihisar İcra Dairesi,7580074106,SEFERİHİSAR MAL MÜDÜRLÜĞÜ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR580001500158007300570426
İzmir,Selçuk,Selçuk İcra Dairesi,7590061037,Selçuk Vergi Dairesi,Harç,T. Vakıflar Bankası T.A.O.,TR810001500158007299280785
İzmir,Selçuk,Selçuk İcra Dairesi,7590061037,Selçuk Vergi Dairesi,Emanet,T. Vakıflar Bankası T.A.O.,TR950001500158007297182229
İzmir,Selçuk,Selçuk İcra Dairesi,7590061037,Selçuk Vergi Dairesi,Cezaevi,T. Vakıflar Bankası T.A.O.,TR210001500158007297362138
İzmir,Torbalı,Torbalı İcra Dairesi,8560246843,TORBALI VERGİ DAİRESİ,Cezaevi,T. Vakıflar Bankası T.A.O.,TR930001500158007300576295
İzmir,Torbalı,Torbalı İcra Dairesi,8560246843,TORBALI VERGİ DAİRESİ,Emanet,T. Vakıflar Bankası T.A.O.,TR360001500158007290515899
İzmir,Torbalı,Torbalı İcra Dairesi,8560246843,TORBALI VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR890001500158007300576270
İzmir,Urla,Urla İcra Dairesi,8940006768,URLA VERGİ DAİRESİ,Harç,T. Vakıflar Bankası T.A.O.,TR860001500158007299374785
